_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-5.3,GO:1901977,negative regulation of cell cycle checkpoint,M1,1,0
1,-5.6,M151,PID AR TF PATHWAY,M1,1,0
1,-3.1,R-HSA-9616222,Transcriptional regulation of granulopoiesis,M1,1,0
1,-2.7,R-HSA-194315,Signaling by Rho GTPases,M1,1,0
1,-8.5,GO:0090068,positive regulation of cell cycle process,M1,1,0
1,-2,GO:0043984,histone H4-K16 acetylation,M1,1,0
1,-7.9,GO:0006401,RNA catabolic process,M1,1,0
1,-5.5,CORUM:194,PA28gamma-20S proteasome,M1,1,0
1,-3.3,GO:0046785,microtubule polymerization,M1,1,0
1,-12,GO:0140053,mitochondrial gene expression,M1,1,0
1,-3.8,R-HSA-73884,Base Excision Repair,M1,1,0
1,-13,R-HSA-453274,Mitotic G2-G2/M phases,M1,1,0
1,-2.3,GO:0045840,positive regulation of mitotic nuclear division,M1,1,0
1,-6,M288,PID HES HEY PATHWAY,M1,1,0
1,-3.8,GO:0040031,snRNA modification,M1,1,0
1,-4.4,R-HSA-5362768,Hh mutants are degraded by ERAD,M1,1,0
1,-19,GO:0006412,translation,M1,1,0
1,-2.2,R-HSA-8951664,Neddylation,M1,1,0
1,-2.2,R-HSA-201681,TCF dependent signaling in response to WNT,M1,1,0
1,-3.1,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,M1,1,0
1,-24,GO:0006261,DNA-dependent DNA replication,M1,1,0
1,-26,R-HSA-69239,Synthesis of DNA,M1,1,0
1,-4.2,M2,PID SMAD2 3NUCLEAR PATHWAY,M1,1,0
1,-2,GO:0021872,forebrain generation of neurons,M1,1,0
1,-3.5,CORUM:7214,CCR4-NOT-CNOT7-CNOT6L complex,M1,1,0
1,-2.8,M1529,SA G1 AND S PHASES,M1,1,0
1,-4.6,GO:0007080,mitotic metaphase plate congression,M1,1,0
1,-6.7,R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",M1,1,0
1,-3.4,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.7,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,M1,1,0
1,-3.1,CORUM:300,PC2 complex,M1,1,0
1,-4.2,GO:0006606,protein import into nucleus,M1,1,0
1,-6.1,R-HSA-3214847,HATs acetylate histones,M1,1,0
1,-4.9,R-HSA-167161,HIV Transcription Initiation,M1,1,0
1,-3.8,CORUM:561,LSm1-7 complex,M1,1,0
1,-5.2,GO:0002181,cytoplasmic translation,M1,1,0
1,-5.3,hsa05012,Parkinson's disease,M1,1,0
1,-2.4,GO:0051983,regulation of chromosome segregation,M1,1,0
1,-2.2,GO:0051259,protein complex oligomerization,M1,1,0
1,-7.5,GO:0010257,NADH dehydrogenase complex assembly,M1,1,0
1,-4.5,WP3959,DNA IR-double strand breaks and cellular response via ATM,M1,1,0
1,-3.9,GO:0071407,cellular response to organic cyclic compound,M1,1,0
1,-2.1,GO:0009895,negative regulation of catabolic process,M1,1,0
1,-3.6,GO:0000082,G1/S transition of mitotic cell cycle,M1,1,0
1,-4.1,CORUM:2797,PCNA-CHL12-RFC2-5 complex,M1,1,0
1,-2.4,WP391,Mitochondrial gene expression,M1,1,0
1,-2.2,GO:0048872,homeostasis of number of cells,M1,1,0
1,-5.6,R-HSA-1852241,Organelle biogenesis and maintenance,M1,1,0
1,-2.9,M258,PID BARD1 PATHWAY,M1,1,0
1,-6.7,R-HSA-194441,Metabolism of non-coding RNA,M1,1,0
1,-5.2,GO:0006338,chromatin remodeling,M1,1,0
1,-2.8,GO:0008652,cellular amino acid biosynthetic process,M1,1,0
1,-6.3,GO:0034427,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",M1,1,0
1,-3.7,GO:1904872,regulation of telomerase RNA localization to Cajal body,M1,1,0
1,-3.6,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,M1,1,0
1,-4.4,CORUM:266,RAD17-RFC complex,M1,1,0
1,-27,GO:0016071,mRNA metabolic process,M1,1,0
1,-3.7,GO:0007549,dosage compensation,M1,1,0
1,-6.3,CORUM:1183,CDC5L complex,M1,1,0
1,-7.3,GO:2000036,regulation of stem cell population maintenance,M1,1,0
1,-5.2,R-HSA-450385,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,M1,1,0
1,-5.2,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,M1,1,0
1,-44,R-HSA-1640170,Cell Cycle,M1,1,0
1,-2.1,GO:0018027,peptidyl-lysine dimethylation,M1,1,0
1,-4.8,GO:0000959,mitochondrial RNA metabolic process,M1,1,0
1,-9.1,R-HSA-6782135,Dual incision in TC-NER,M1,1,0
1,-6.5,GO:0098813,nuclear chromosome segregation,M1,1,0
1,-4.6,GO:0006413,translational initiation,M1,1,0
1,-4.3,GO:0033119,negative regulation of RNA splicing,M1,1,0
1,-7.1,GO:0006268,DNA unwinding involved in DNA replication,M1,1,0
1,-6.5,R-HSA-5696398,Nucleotide Excision Repair,M1,1,0
1,-2.3,R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,M1,1,0
1,-6.5,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,M1,1,0
1,-7.3,R-HSA-168255,Influenza Infection,M1,1,0
1,-3.3,hsa05169,Epstein-Barr virus infection,M1,1,0
1,-2.6,GO:0009303,rRNA transcription,M1,1,0
1,-8.4,GO:0044770,cell cycle phase transition,M1,1,0
1,-4.1,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",M1,1,0
1,-6.2,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,M1,1,0
1,-3.3,CORUM:822,"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)",M1,1,0
1,-3.5,GO:1904672,regulation of somatic stem cell population maintenance,M1,1,0
1,-3.5,CORUM:643,CtBP core complex,M1,1,0
1,-5.3,CORUM:833,6S methyltransferase complex,M1,1,0
1,-3.3,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),M1,1,0
1,-6.5,GO:2000278,regulation of DNA biosynthetic process,M1,1,0
1,-3.1,GO:0044843,cell cycle G1/S phase transition,M1,1,0
1,-5.9,GO:0072710,response to hydroxyurea,M1,1,0
1,-3.4,R-HSA-72702,Ribosomal scanning and start codon recognition,M1,1,0
1,-2.3,GO:0035561,regulation of chromatin binding,M1,1,0
1,-2.3,GO:0033962,P-body assembly,M1,1,0
1,-2.5,GO:0051567,histone H3-K9 methylation,M1,1,0
1,-5.3,ko03440,Homologous recombination,M1,1,0
1,-3.2,GO:0043009,chordate embryonic development,M1,1,0
1,-8.1,GO:0000226,microtubule cytoskeleton organization,M1,1,0
1,-2.9,R-HSA-2990846,SUMOylation,M1,1,0
1,-7.2,GO:0034475,U4 snRNA 3'-end processing,M1,1,0
1,-4,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,M1,1,0
1,-14,hsa03030,DNA replication,M1,1,0
1,-4.3,CORUM:2919,Respiratory chain complex I (gamma subunit) mitochondrial,M1,1,0
1,-3.6,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,M1,1,0
1,-2.1,GO:0006376,mRNA splice site selection,M1,1,0
1,-3.8,CORUM:229,NAT complex,M1,1,0
1,-4,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,M1,1,0
1,-72,GO:0006364,rRNA processing,M1,1,0
1,-17,CORUM:351,Spliceosome,M1,1,0
1,-2,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,M1,1,0
1,-2.7,GO:0034249,negative regulation of cellular amide metabolic process,M1,1,0
1,-19,GO:0000460,maturation of 5.8S rRNA,M1,1,0
1,-5,GO:0017038,protein import,M1,1,0
1,-12,GO:0071166,ribonucleoprotein complex localization,M1,1,0
1,-5.4,GO:0043543,protein acylation,M1,1,0
1,-5.6,GO:0000244,spliceosomal tri-snRNP complex assembly,M1,1,0
1,-6.8,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,M1,1,0
1,-5.2,GO:0000245,spliceosomal complex assembly,M1,1,0
1,-14,R-HSA-3247509,Chromatin modifying enzymes,M1,1,0
1,-2.2,GO:0006110,regulation of glycolytic process,M1,1,0
1,-8.1,GO:0043628,ncRNA 3'-end processing,M1,1,0
1,-2.3,R-HSA-9711097,Cellular response to starvation,M1,1,0
1,-4.8,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,M1,1,0
1,-2.3,R-HSA-379726,Mitochondrial tRNA aminoacylation,M1,1,0
1,-4.7,R-HSA-162599,Late Phase of HIV Life Cycle,M1,1,0
1,-5.3,CORUM:456,TFTC complex (TATA-binding protein-free TAF-II-containing complex),M1,1,0
1,-5.3,CORUM:3064,"RNA polymerase II complex, chromatin structure modifying",M1,1,0
1,-6.5,CORUM:788,Exosome,M1,1,0
1,-2.8,R-HSA-525793,Myogenesis,M1,1,0
1,-5.5,R-HSA-8854518,AURKA Activation by TPX2,M1,1,0
1,-4.9,GO:0046677,response to antibiotic,M1,1,0
1,-2.3,GO:0045292,"mRNA cis splicing, via spliceosome",M1,1,0
1,-8.1,GO:0031123,RNA 3'-end processing,M1,1,0
1,-2.5,R-HSA-6806003,Regulation of TP53 Expression and Degradation,M1,1,0
1,-3.2,GO:0071396,cellular response to lipid,M1,1,0
1,-6.7,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,M1,1,0
1,-2.2,R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,M1,1,0
1,-3.2,R-HSA-429947,Deadenylation of mRNA,M1,1,0
1,-3.6,CORUM:2600,BRD4 complex,M1,1,0
1,-3.9,GO:0030518,intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-2,GO:0051293,establishment of spindle localization,M1,1,0
1,-7.3,CORUM:547,SMCC complex,M1,1,0
1,-4.9,hsa03050,Proteasome,M1,1,0
1,-3.1,R-HSA-1500620,Meiosis,M1,1,0
1,-6.9,GO:2000232,regulation of rRNA processing,M1,1,0
1,-2.7,GO:0030099,myeloid cell differentiation,M1,1,0
1,-2.4,GO:2000781,positive regulation of double-strand break repair,M1,1,0
1,-4.8,CORUM:678,GINS complex,M1,1,0
1,-16,R-HSA-180786,Extension of Telomeres,M1,1,0
1,-3.6,R-HSA-68952,DNA replication initiation,M1,1,0
1,-8,GO:0007051,spindle organization,M1,1,0
1,-2.7,CORUM:305,"40S ribosomal subunit, cytoplasmic",M1,1,0
1,-6.9,GO:0099116,tRNA 5'-end processing,M1,1,0
1,-6.3,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,M1,1,0
1,-8.4,CORUM:1107,DNA synthesome core complex,M1,1,0
1,-5.8,GO:0045333,cellular respiration,M1,1,0
1,-15,WP179,Cell cycle,M1,1,0
1,-2.3,GO:0045663,positive regulation of myoblast differentiation,M1,1,0
1,-11,ko03013,RNA transport,M1,1,0
1,-4.5,GO:0051298,centrosome duplication,M1,1,0
1,-3.5,CORUM:7192,CCR4-NOT-CNOT7-CNOT6 complex,M1,1,0
1,-4.5,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,M1,1,0
1,-4.9,R-HSA-6804760,Regulation of TP53 Activity through Methylation,M1,1,0
1,-15,ko03010,Ribosome,M1,1,0
1,-3.5,GO:0006446,regulation of translational initiation,M1,1,0
1,-11,GO:0006325,chromatin organization,M1,1,0
1,-2.5,GO:0043279,response to alkaloid,M1,1,0
1,-3.1,GO:0010826,negative regulation of centrosome duplication,M1,1,0
1,-19,R-HSA-69206,G1/S Transition,M1,1,0
1,-6.1,GO:0006091,generation of precursor metabolites and energy,M1,1,0
1,-3.3,CORUM:477,PCAF complex,M1,1,0
1,-5.3,GO:0000056,ribosomal small subunit export from nucleus,M1,1,0
1,-5.2,hsa05010,Alzheimer's disease,M1,1,0
1,-3.9,R-HSA-5658442,Regulation of RAS by GAPs,M1,1,0
1,-13,R-HSA-69091,Polymerase switching,M1,1,0
1,-2.6,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,M1,1,0
1,-2.4,WP404,Nucleotide metabolism,M1,1,0
1,-3.3,GO:0031125,rRNA 3'-end processing,M1,1,0
1,-5.4,WP4324,Mitochondrial complex I assembly model OXPHOS system,M1,1,0
1,-3.3,R-HSA-1257604,PIP3 activates AKT signaling,M1,1,0
1,-4.2,R-HSA-5678895,Defective CFTR causes cystic fibrosis,M1,1,0
1,-3.4,GO:1902808,positive regulation of cell cycle G1/S phase transition,M1,1,0
1,-3,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,M1,1,0
1,-3,GO:1901607,alpha-amino acid biosynthetic process,M1,1,0
1,-3.3,CORUM:1413,NCOR1 complex,M1,1,0
1,-4.3,GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter,M1,1,0
1,-2.5,R-HSA-6804757,Regulation of TP53 Degradation,M1,1,0
1,-2.7,GO:2000001,regulation of DNA damage checkpoint,M1,1,0
1,-3.4,R-HSA-2871837,FCERI mediated NF-kB activation,M1,1,0
1,-4.8,GO:0071034,CUT catabolic process,M1,1,0
1,-2.1,GO:0031167,rRNA methylation,M1,1,0
1,-4,GO:0050684,regulation of mRNA processing,M1,1,0
1,-2.5,GO:0046916,cellular transition metal ion homeostasis,M1,1,0
1,-6.2,GO:0006475,internal protein amino acid acetylation,M1,1,0
1,-2.1,GO:0006979,response to oxidative stress,M1,1,0
1,-4.1,GO:0051170,import into nucleus,M1,1,0
1,-3.9,R-HSA-1169091,Activation of NF-kappaB in B cells,M1,1,0
1,-19,R-HSA-453279,Mitotic G1 phase and G1/S transition,M1,1,0
1,-2.4,R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,M1,1,0
1,-16,GO:0042273,ribosomal large subunit biogenesis,M1,1,0
1,-3.2,R-HSA-3371556,Cellular response to heat stress,M1,1,0
1,-11,GO:0051168,nuclear export,M1,1,0
1,-3.2,CORUM:2905,"Respiratory chain complex I (intermediate), mitochondrial",M1,1,0
1,-13,GO:0006913,nucleocytoplasmic transport,M1,1,0
1,-9.3,CORUM:1098,DNA synthesome complex (13 subunits),M1,1,0
1,-5.2,CORUM:513,TFTC complex (TATA-binding protein-free TAF-II-containing complex),M1,1,0
1,-2.2,WP4290,Metabolic reprogramming in colon cancer,M1,1,0
1,-2.6,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,M1,1,0
1,-3.5,GO:0000459,exonucleolytic trimming involved in rRNA processing,M1,1,0
1,-8.8,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,M1,1,0
1,-3.5,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",M1,1,0
1,-2.7,M19,PID P73PATHWAY,M1,1,0
1,-19,GO:0071826,ribonucleoprotein complex subunit organization,M1,1,0
1,-4.2,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,M1,1,0
1,-2.8,R-HSA-9711123,Cellular response to chemical stress,M1,1,0
1,-3,GO:0007005,mitochondrion organization,M1,1,0
1,-8.3,CORUM:1099,DNA synthesome complex (17 subunits),M1,1,0
1,-2.3,GO:0006206,pyrimidine nucleobase metabolic process,M1,1,0
1,-8.9,GO:0000724,double-strand break repair via homologous recombination,M1,1,0
1,-7.7,R-HSA-8941858,Regulation of RUNX3 expression and activity,M1,1,0
1,-9.6,CORUM:7443,Exosome,M1,1,0
1,-4.4,CORUM:2201,PCNA-RFC2-5 complex,M1,1,0
1,-2.7,GO:2001022,positive regulation of response to DNA damage stimulus,M1,1,0
1,-7.7,R-HSA-5696400,Dual Incision in GG-NER,M1,1,0
1,-8.4,R-HSA-8953750,Transcriptional Regulation by E2F6,M1,1,0
1,-2.3,GO:0032984,protein-containing complex disassembly,M1,1,0
1,-5.1,GO:1904749,regulation of protein localization to nucleolus,M1,1,0
1,-5.7,GO:0006399,tRNA metabolic process,M1,1,0
1,-6.3,GO:0018393,internal peptidyl-lysine acetylation,M1,1,0
1,-3.9,CORUM:1141,CF IIAm complex (Cleavage factor IIAm complex),M1,1,0
1,-8.7,GO:0006310,DNA recombination,M1,1,0
1,-24,R-HSA-5368287,Mitochondrial translation,M1,1,0
1,-6.1,GO:0016075,rRNA catabolic process,M1,1,0
1,-5.6,R-HSA-380259,Loss of Nlp from mitotic centrosomes,M1,1,0
1,-2.4,GO:0061136,regulation of proteasomal protein catabolic process,M1,1,0
1,-13,CORUM:230,Mediator complex,M1,1,0
1,-2.1,CORUM:5233,TNF-alpha/NF-kappa B signaling complex 5,M1,1,0
1,-2.5,R-HSA-2408522,Selenoamino acid metabolism,M1,1,0
1,-2.8,GO:0061647,histone H3-K9 modification,M1,1,0
1,-4.1,CORUM:1211,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)",M1,1,0
1,-2,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,M1,1,0
1,-4.1,CORUM:6893,Gamma-tubulin complex,M1,1,0
1,-3.3,CORUM:471,PCAF complex,M1,1,0
1,-7,GO:0043414,macromolecule methylation,M1,1,0
1,-2.6,GO:0045815,"positive regulation of gene expression, epigenetic",M1,1,0
1,-5.2,R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",M1,1,0
1,-2.7,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M1,1,0
1,-2.2,GO:0051570,regulation of histone H3-K9 methylation,M1,1,0
1,-4.8,GO:0051310,metaphase plate congression,M1,1,0
1,-19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",M1,1,0
1,-5.2,CORUM:301,SMCC complex,M1,1,0
1,-3.3,GO:0045727,positive regulation of translation,M1,1,0
1,-2.2,R-HSA-9701192,Defective HDR through Homologous Recombination (HRR) due to BRCA1 loss-of-function,M1,1,0
1,-4.1,GO:0050000,chromosome localization,M1,1,0
1,-15,ko04110,Cell cycle,M1,1,0
1,-4.7,GO:0000280,nuclear division,M1,1,0
1,-11,GO:0000470,maturation of LSU-rRNA,M1,1,0
1,-3.9,R-HSA-69231,Cyclin D associated events in G1,M1,1,0
1,-6.3,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,M1,1,0
1,-2.5,GO:0002209,behavioral defense response,M1,1,0
1,-5.9,CORUM:181,26S proteasome,M1,1,0
1,-13,GO:0051169,nuclear transport,M1,1,0
1,-4.8,R-HSA-73854,RNA Polymerase I Promoter Clearance,M1,1,0
1,-3.2,GO:0016571,histone methylation,M1,1,0
1,-19,ko03040,Spliceosome,M1,1,0
1,-5.1,CORUM:1237,BAF complex,M1,1,0
1,-2.9,GO:0031056,regulation of histone modification,M1,1,0
1,-2.7,GO:0032784,"regulation of DNA-templated transcription, elongation",M1,1,0
1,-15,hsa03010,Ribosome,M1,1,0
1,-2.9,CORUM:2639,HES1 promoter-Notch enhancer complex,M1,1,0
1,-2.4,R-HSA-176412,Phosphorylation of the APC/C,M1,1,0
1,-8.4,R-HSA-73762,RNA Polymerase I Transcription Initiation,M1,1,0
1,-3.4,R-HSA-195258,RHO GTPase Effectors,M1,1,0
1,-5.1,GO:0010824,regulation of centrosome duplication,M1,1,0
1,-4.5,R-HSA-4641257,Degradation of AXIN,M1,1,0
1,-4.9,GO:2000573,positive regulation of DNA biosynthetic process,M1,1,0
1,-3.6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M1,1,0
1,-8.3,GO:0019827,stem cell population maintenance,M1,1,0
1,-2.8,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,M1,1,0
1,-7,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,M1,1,0
1,-4.4,GO:0043484,regulation of RNA splicing,M1,1,0
1,-10,WP4753,Nucleotide excision repair,M1,1,0
1,-2.8,GO:0043518,"negative regulation of DNA damage response, signal transduction by p53 class mediator",M1,1,0
1,-4.2,R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),M1,1,0
1,-5.1,CORUM:1238,PBAF complex (Polybromo- and BAF containing complex),M1,1,0
1,-2.7,GO:1902806,regulation of cell cycle G1/S phase transition,M1,1,0
1,-4.8,GO:0031498,chromatin disassembly,M1,1,0
1,-5,R-HSA-109581,Apoptosis,M1,1,0
1,-3.1,GO:0051306,mitotic sister chromatid separation,M1,1,0
1,-2.6,R-HSA-1474165,Reproduction,M1,1,0
1,-6.9,CORUM:535,TRAP complex,M1,1,0
1,-7.8,GO:0007346,regulation of mitotic cell cycle,M1,1,0
1,-3,GO:0098534,centriole assembly,M1,1,0
1,-3.7,R-HSA-5619115,Disorders of transmembrane transporters,M1,1,0
1,-4.2,R-HSA-5610780,Degradation of GLI1 by the proteasome,M1,1,0
1,-4.8,CORUM:1100,DNA polymerase alpha-primase complex,M1,1,0
1,-3.9,hsa04723,Retrograde endocannabinoid signaling,M1,1,0
1,-35,R-HSA-69278,"Cell Cycle, Mitotic",M1,1,0
1,-5.4,R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,M1,1,0
1,-4.9,R-HSA-73893,DNA Damage Bypass,M1,1,0
1,-4.7,GO:0007004,telomere maintenance via telomerase,M1,1,0
1,-2.6,GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",M1,1,0
1,-2.6,GO:0051149,positive regulation of muscle cell differentiation,M1,1,0
1,-3.2,R-HSA-5696395,Formation of Incision Complex in GG-NER,M1,1,0
1,-13,R-HSA-2467813,Separation of Sister Chromatids,M1,1,0
1,-5.1,CORUM:711,Brm-associated complex,M1,1,0
1,-7.3,GO:1902969,mitotic DNA replication,M1,1,0
1,-5.8,GO:1901361,organic cyclic compound catabolic process,M1,1,0
1,-10,R-HSA-157579,Telomere Maintenance,M1,1,0
1,-5.7,CORUM:193,PA700-20S-PA28 complex,M1,1,0
1,-7.3,CORUM:548,DRIP complex,M1,1,0
1,-3.6,GO:0009301,snRNA transcription,M1,1,0
1,-2.8,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,M1,1,0
1,-11,R-HSA-68949,Orc1 removal from chromatin,M1,1,0
1,-17,R-HSA-176187,Activation of ATR in response to replication stress,M1,1,0
1,-4.3,GO:0001682,tRNA 5'-leader removal,M1,1,0
1,-6,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",M1,1,0
1,-2.6,GO:0043276,anoikis,M1,1,0
1,-9.4,ko03018,RNA degradation,M1,1,0
1,-8.2,R-HSA-8878159,Transcriptional regulation by RUNX3,M1,1,0
1,-2.9,R-HSA-15869,Metabolism of nucleotides,M1,1,0
1,-2.4,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,M1,1,0
1,-3.8,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",M1,1,0
1,-5.9,GO:0001510,RNA methylation,M1,1,0
1,-4.9,CORUM:778,LARC complex (LCR-associated remodeling complex),M1,1,0
1,-2.1,ko05164,Influenza A,M1,1,0
1,-3.4,R-HSA-8856688,Golgi-to-ER retrograde transport,M1,1,0
1,-3,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,M1,1,0
