,1_DMSO_rep1,2_DMSO_rep2,3_DMSO_rep3,4_HU_rep1,5_HU_rep2,6_HU_rep3,7_dA_rep1,8_dA_rep2,9_dA_rep3,10_dC_rep1,11_dC_rep2,12_dC_rep3,13_dG_rep1,14_dG_rep2,15_dG_rep3,16_T_rep1,17_T_rep2,18_T_rep3,19_rG_rep1,20_rG_rep2,21_rG_rep3
guanine,0,0,0,1.77092113390815,-2.18249679884361,-2.8980843534622,2.6069349712394,0.194116119108052,0.899236326751218,-0.585371952677852,-3.51634949568029,-2.24088010252667,4.80326461992366,0.385819089119079,0.266248443493024,2.72320318264086,-1.11732274828288,-1.13089388214556,12.7005168533824,8.71508781225565,8.80807243511492
guanosine,0,0,0,2.2615939747829,-1.65411494921128,-1.80924397925333,2.63183926465453,-0.275386998715257,0.278783950356075,0.357406301826927,-3.32999079884968,-2.72766118047571,-0.101011901816768,-3.30902660634344,-2.18860795194461,3.15414789161852,-0.58556048090178,-0.48481382702076,10.4584187811807,6.68506110798156,7.02099641738462
histidine,0,0,0,-0.0446259337649495,-0.0553817426059184,-0.211067099101905,-0.539293469759806,-0.612652832114769,-0.655055976455208,-0.120020754534009,0.10707463159687,-0.213059559265875,-0.281440511342847,-0.0775481673659503,-0.404342241883062,-0.272095139642511,-0.160071506200271,-0.0539439316589631,-0.350169572865642,-0.285834060440286,-0.302435604677886
histidine_13C6-15N3,0,0,0,0.318209770180094,0.215023987208808,0.151782035682392,0.187610374186263,0.398339194958023,0.478415574408217,0.00344148194930155,-0.15482164926389,-0.171873317715625,0.071060309094489,0.12436665641726,0.461954565240408,0.365726136795111,0.338689108775651,0.536381224969669,0.14254726197308,-0.00567069946168645,0.239507597325457
homocysteine,0,0,0,-2.15101431725547,NA,NA,-2.68077009873875,-1.2206381883798,NA,0.653162078608335,0.602313613070789,-0.0146861842281218,-2.36376550718479,-2.29387137404368,-0.961725004590984,NA,-1.23807804947417,-2.18561228273855,-1.48986204593376,-2.32621178115366,-2.93643956229404
hydroxyproline,0,0,0,-0.0229777706128723,-0.0601287142995525,-0.119193152008017,-1.1475149120007,-1.13353165374986,-1.22320202884687,-0.0169610771454419,0.0251744563055909,-0.176054777010305,-0.617515557552217,-0.368315001825998,-0.586037327347446,-0.782842196034442,-0.860265877209806,-0.679273651033696,-1.08572417146404,-1.05275046189028,-0.893920843956834
hypoxanthine,0,0,0,0.0283769474010756,0.753404195326183,-0.57109581343259,11.0407582160537,11.5895458431148,11.394185644342,NA,NA,-0.349470966711902,3.23507421170276,3.89868259792022,2.99607130626291,1.56591393782057,2.49207233741138,2.09181777542113,4.96699539598838,5.65349124420417,5.52200621559426
IMP,0,0,0,-2.46158150616782,-1.98140498697422,-1.82457288524875,-1.15975034275421,-0.876634274438418,-0.845502705752505,-0.14867768709113,-0.158383651224501,-0.238946729973744,-1.33695140676011,-0.913607335344085,-0.967046968950508,-3.1892408312853,-3.12898892526157,-2.76015364901546,-2.99186204128235,-2.70228401261645,-2.76433153615991
inosine,0,0,0,1.39869936336872,0.993112815688529,1.09700517870702,6.16153296697798,5.79903642404865,5.90068866779922,0.114991352232049,0.313706251505133,0.12038414514631,-0.702134652662597,-0.186109299505601,-0.831062809816909,1.72200452880094,1.54507826136466,1.75261978479948,2.78890974423716,2.56833740670847,2.79500664189742
isoleucine,0,0,0,-0.0131691305721,-0.0762068926558753,-0.234269988956066,-0.496279227044131,-0.633399030627821,-0.649730510140201,-0.0392201310076915,0.14983343569512,-0.250486482878198,-0.426397443563511,-0.186821303279026,-0.556387271519403,-0.261400105630776,-0.306589457388475,-0.113792411684793,-0.472322127522524,-0.472105157112855,-0.509676679129578
isoleucine_13C6-15N,0,0,0,0.379234924270136,0.14013401191115,0.0902883027509577,0.16649862566176,0.436218249631437,0.507808072484343,-0.0730189724992756,-0.186676957324545,-0.288526633544884,0.119721248745164,0.152806251160158,0.363613218378853,0.501404451441883,0.322925373621572,0.489816673768248,0.161833244637527,0.0179340343656936,0.153711590368653
itaconic_acid,0,0,0,-0.266885039589483,0.0329974462680641,-0.762416504435508,-1.52693485065127,-0.752846416683983,-0.689872726195737,-0.381665224513696,0.15831415814734,-0.246341621795344,-1.08150859961965,-0.476561659472176,-0.725721119705303,-0.41714788353559,-0.618050866820852,-0.133396075002019,-2.00523264361563,-1.61146867447821,-1.38756003004101
leucine,0,0,0,0.106233866246504,0.0932927167628642,0.0491832052240444,-0.206367315461659,-0.166430923547086,-0.380944690213879,-0.184035946283002,-0.024439472233167,-0.295489432902515,-0.143443948058437,0.165131685880477,-0.33332521939825,0.0709303244418339,0.134301883336284,0.147161038678796,-0.110403017787794,-0.116188070813956,-0.248727647910273
leucine_13C6-15N,0,0,0,0.28855160662082,0.166774338157172,0.17068260355143,0.215375378620575,0.574452890086463,0.5362035126167,-0.230448805257686,-0.325654154836674,-0.317549035371414,0.207083085805991,0.235734731755401,0.405746422840057,0.497683888764393,0.46024095473571,0.528173444389708,0.231436347774975,0.146273457934504,0.16685023711223
lysine,0,0,0,1.14560386121173,1.04987597853116,1.07529948126791,1.33683340606667,1.07008746513422,1.12842898455326,-0.382796388651424,-0.201011513239972,-0.655658898483247,0.740691402254726,0.870371212644998,0.447329265035291,1.48507394119313,1.54525756540614,1.8015276287587,1.10678165971683,0.937558464836564,0.948079605545969
lysine_13C6-15N2,0,0,0,0.33046188235581,0.091555884211079,0.237000696513821,0.262665560407084,0.504014524900355,0.615594276236977,-0.0936643853389335,-0.224577606996612,-0.232863655657178,0.18196898621028,0.110928326110178,0.434958837914775,0.547796720260066,0.336284104719772,0.619891829908996,0.226386449398386,0.0389916840605743,0.266990051084716
malate,0,0,0,-0.313013799026605,-0.326123110430312,-0.377881486681036,-1.30948643520749,-1.18884276053892,-1.04118004505322,-0.0450824196891702,0.0186924115951335,-0.0138627636452578,-0.47434719880416,-0.222049019641514,-0.42140439090774,-0.930726627126999,-0.990612036185863,-0.723110894586533,-1.15000069738242,-1.00423300036925,-0.861572745472723
methionine,0,0,0,0.0376317272818371,0.145604728951856,-0.0758449513172001,-0.250140286832413,-0.234901226815328,-0.355822289213319,-0.278608812332809,-0.059562538305857,-0.517414013035106,-0.0987040012818936,0.351811466146953,-0.112513824758017,0.0286221481771598,0.109942837351893,0.200892572920442,-0.0606382384426372,0.0813340624943319,0.0150819162827866
methionine_13C6-15N,0,0,0,0.17352721585879,0.161844045849118,0.0484521766211315,0.0860260225648743,0.501488829982454,0.514034108322505,-0.142076992378251,-0.154358939410433,-0.307050854789763,0.0555989421139211,0.271917833072084,NA,0.390476573314819,0.368432779083164,0.458227694117197,0.0890065496612322,0.0998534287326437,0.202896282046066
methylthioadenosine,0,0,0,-0.168834256720637,-0.39458312961025,-0.504089197254222,-0.843982899255727,-0.757089856147602,-1.29660015435584,0.117978019176378,-0.417040644685364,-0.432264314648053,-0.411835605579126,-0.239286769643324,-0.393239793709933,-0.310240237989548,-0.595775573542394,-0.311332790812839,-0.607648072730479,-0.672307850557557,-0.809533279195703
N-acetylglutamate,0,0,0,0.503484660577027,0.00369228736104721,-0.0570462464524918,-1.21248354008661,-1.47861437104359,-1.35761870275598,-0.0534853443005408,-0.0664110029312005,0.124640904793403,-0.780062250587764,-0.411016692784768,-0.599703159546702,-0.799541245293358,-0.770562782165587,-0.761318635225042,-1.62127915423622,-1.49594482369502,-1.19607499626644
N-acetylmethionine,0,0,0,0.21310758217884,-0.269367675626257,0.236594779046742,-0.652580366022093,-1.46933038383167,-0.979413838275856,-0.05684812294998,-0.00318810872795623,-0.325677615507094,-0.499864107401117,-0.736405925788199,-1.32604326432037,-0.508241048914446,-0.927867848429266,-0.5241212328339,-1.1442520705222,-1.57630832144127,-1.60169128079736
N-acetylphenylalanine,0,0,0,2.30032682470242,NA,0.255128190656169,0.282814919407248,NA,0.739829173106326,-0.794626122920191,-0.254339028865993,-0.493446380663184,0.964495222384914,1.69574769652182,1.87865053375684,-0.226808698945126,NA,3.53457828476773,-0.575980900765074,NA,0.579486606548843
NAD,0,0,0,-0.0786612765531063,-0.227991724507938,-0.296888610431504,-0.614168437223923,-0.541499743314226,-0.434517922318968,-0.0931703045404363,-0.113445576282027,-0.00890037899073748,-0.404685894995504,-0.110514708602049,-0.266598532893346,-0.47327474678117,-0.573995066061766,-0.270467037519295,-0.592955317388401,-0.510974817468816,-0.41999729460985
NADH,0,0,0,0.246143012577826,-0.0893037192297776,0.378040276778694,0.00606851307190889,-0.205305052263667,0.0546971613702767,0.0215836769088994,-0.1798123057561,-0.0368539816966602,-0.0224215492005858,-0.118872074952197,0.240634600315305,0.514187732153048,0.0570335115026043,0.551038022581307,-0.035657511303589,-0.422704622270476,0.0760776748760306
NADP,0,0,0,0.174535270872889,0.123037462717674,0.245233297022735,-0.717361736947335,-0.426131929122509,-0.227430767441092,-0.0395023655985582,0.152431564801692,-0.198807148384527,-0.422363987744903,-0.0242246433128545,-0.672197635885122,-0.364769019218079,-0.482706236723322,-0.186660186532727,-1.09698341680831,-0.882693918153935,-0.918797950927425
NADPH,0,0,0,0.166025422982708,0.0411130706893734,-0.0763433729479302,-0.198826921424539,0.0996656414947018,-0.003069758330475,0.0372831821309831,0.139822080818112,-0.0871919909224682,-0.409850438560568,-0.0521554546506619,-0.0577248098712912,-0.0325753791132604,0.0123204147041303,0.199914937857733,-0.307178944546124,-0.107888805743847,-0.131631149161701
Ne-acetyllysine,0,0,0,-0.384585936311716,-0.392363646522515,-0.861303577666083,-0.829977293753695,-1.19055442665963,-0.906939906165979,-0.264215094652744,-0.468987846734976,-0.408143751059477,-0.317000206115374,-0.505660835790833,-0.849177721581017,-0.643597872603922,-1.05647299391303,-1.01544164736746,-0.668344084043874,-0.955986531905483,-0.799755460510267
nicotinamide,0,0,0,-0.101401686622448,-0.0403835567404489,-0.460206235021269,-0.315441396945193,-0.468321228819916,-0.576571893298201,-0.0217296812667751,0.335038312068367,-0.426173086583981,0.0703199962770184,0.568732041669574,-0.565642526432939,0.0430093372705958,-0.500317515747806,0.180092074533761,-0.207278908553249,-0.509200863869432,-0.0812282559237473
nicotinic_acid,0,0,0,3.02915300987663,-0.436433687602888,0.360864584822803,0.913230504438011,0.20473672230782,0.179610792066216,-0.0233614703841575,-0.585477217660862,0.326695073656465,0.623118212997367,1.00085594620446,0.955423543283086,0.636717637269073,-0.21761752840686,0.577296979826916,NA,NA,-0.0491701682173124
ornithine,0,0,0,-0.012852967948107,-0.130535220801921,-0.0318734409450366,-0.268350758411055,-0.635227217946817,-0.699693371366442,0.110705914712191,0.257097740805418,-0.187500117634492,-0.310414255802432,-0.28560958995867,-0.706288537692413,-0.109844554295217,-0.198541586443373,0.107338041607984,-0.247733515752673,-0.425745991567924,-0.406785830887568
palmitate,0,0,0,-0.221208636440294,0.486006282565634,0.113556101300246,-0.217578369066193,0.530600459366535,0.163739549417088,-0.580613181020236,0.0152849673154327,-0.663440771850192,-0.133998149916802,0.562111255858698,0.46815484622325,-0.137669109753439,0.558619593259916,0.551706854602243,-0.27381597419405,0.117012855248673,0.36480512581304
pantothenic_acid,0,0,0,-0.543642436140195,-0.531071302682164,-0.502926955957,-0.71574952735809,-0.499607911319505,-0.413694347979445,-0.0198042294333842,0.204509328369577,-0.0778660112924437,-0.340226825288852,-0.0497289612837976,-0.256542076336238,-0.524554044665937,-0.50011274456985,-0.325265416736298,-0.380120894750798,-0.418092937691953,-0.272074715128779
phenylalanine,0,0,0,0.210956404796139,0.217426473047295,0.166381321842133,0.0173494515437983,0.0378221045400571,0.0093355409406062,-0.538454275016844,-0.40496928014409,-0.661904264379465,0.267721076850536,0.433952020408973,0.212124798824538,0.462024415764005,0.422348083094199,0.680672240702964,0.408082525059875,0.305777064207582,0.411070638779257
phenylalanine-13C9-15N,0,0,0,0.191361778050986,0.0865797455875293,0.0632417697306802,-0.0577009512259142,0.362755444997463,0.39871170113913,-0.222163123414807,-0.289427431987374,-0.289718197060293,0.0761347233134249,0.0894614323667648,0.404654058737254,0.398685529708097,0.300431267052881,0.519331047707834,0.169570058417721,-0.00992057550614692,0.179225017098442
phosphocholine,0,0,0,-0.941057330233583,-1.28212946810395,-0.742785134963332,-1.24773659018489,-1.20902101178726,-0.860575676807948,-0.606571091727965,-0.735920654333372,-0.482436566045874,-0.350939645460314,-0.160032276833567,-0.00426438584017172,-1.63676020849292,-1.72750214838209,-1.26211460105162,-1.37178761158948,-1.49028907750077,-1.06288248100277
phosphoenolpyruvate,0,0,0,-0.994930714483639,-1.15130355741128,-1.31591429207355,-2.64191470703663,-2.34647617285821,-2.33668639074776,-0.329606252915061,-0.260882099678431,-0.214119069294909,-1.50591646115062,-1.02984682312578,-1.36315600944185,-2.64520839137289,-2.51211631997151,-2.20866251291291,-1.94282615977671,-1.73510914074826,-2.12863898104683
phosphoethanolamine,0,0,0,0.805697231157866,0.593557452052532,0.272151034013027,-0.456123227475657,-1.96249882955301,-0.299495737570045,-0.536729264345677,-0.517402199090477,-0.307905011104885,0.280995334414019,0.758807520248316,0.36613730877636,1.40739477531106,1.30561863408818,1.35525798503775,0.390197700172915,0.200538503397328,0.363458474517507
phosphoserine,0,0,0,1.10085107291778,1.25812305166754,0.73646988812361,0.586196962513977,0.803098858847409,0.39078458400318,-0.276846909310993,-0.255255632263801,-0.94857357930813,0.951331254260737,1.38425629185816,0.960503436380866,0.397580080569068,0.450216341362995,0.12199113264991,0.582074321528636,0.752274350328011,0.419238276108434
pipecolic_acid,0,0,0,NA,-2.768998533313,0.325661281412017,-2.00477293925807,-1.92322345538275,-0.648056030612085,-0.256581392408242,-1.01966296351416,0.245804765950836,-2.56861465084118,-2.21980609057491,0.0628135331503209,-1.40587183644429,-0.479331043675317,-0.681128684538216,-2.15102241741308,-1.98514525975247,-0.843151502441776
proline,0,0,0,-0.0923048803247872,0.0699279368381093,-0.123809669917445,-1.42585233412199,-1.2132141703596,-1.52937919018394,0.182296076371353,0.245719550332681,-0.0503515618911123,-0.587088716715947,-0.344161525770933,-0.678191595350508,-0.435918151619575,-0.282060000303812,-0.410299473913366,-0.865282089979428,-0.750564837568564,-0.91402534501991
proline_13C5-15N,0,0,0,0.234649380967675,0.225358879792547,0.0823596805250024,0.142005567318336,0.51876291779021,0.47434497943161,-0.046538073290355,-0.232918821469655,-0.28100359495112,0.147192567594823,0.0786935733415133,0.313250445167792,0.42163513925184,0.463864396781113,0.531488498712997,0.242726604887946,0.074045245544755,0.185440229966469
propionylcarnitine,0,0,0,2.71864641153083,-0.573060419540999,1.38094721052126,0.486104329581994,-0.84640349832775,-0.0900254163730359,3.31462887062128,NA,0.0538559213131022,1.38730168512406,-2.64800527861896,-2.28596113575333,1.2721646621869,-0.247965597115005,1.89826103037498,-0.972059673541739,NA,-0.240373833906679
pseudouridine,0,0,0,1.46466101657725,1.21813814310463,1.15089975973144,0.708169178087498,0.645921670220574,0.790068544531946,0.744895802223946,0.260736453244117,0.439687366094813,-0.245337731665966,-0.0721416079708828,-1.32450843011736,1.99789760902719,2.11066922600559,2.34319564547751,0.433698948539482,0.826428640932798,0.950290987837
ribose_1-phosphate,0,0,0,-0.310201721807987,-0.65836510973036,-1.09533708020146,2.04140047679974,-0.848899350831454,0.612254698284426,1.38719277829241,0.0876368159884715,-0.107698598680695,-1.27310145920187,NA,NA,0.607033211610797,-1.06798463687102,-0.0909682398247916,3.90402188142925,2.46001571690125,2.82908853772802
ribose_ribulose_5-phosphate,0,0,0,-0.948277260094152,-1.07081453106765,-1.0675222582981,-2.02262003598557,-2.41706392321819,-1.99918357576583,-0.103040942609842,-0.316075069393065,-0.236024562431927,-1.48163388493253,-0.630232555662603,-1.38677848381818,-1.94813658705878,-2.25775961364309,-1.70975893551834,-1.42710175095759,-1.37677075520852,-1.36009899190306
S-adenosylhomocysteine,0,0,0,-0.413237052623134,-0.799562773201624,-0.581298875404835,-1.35618806403054,-1.27662916697476,-1.33941471906626,-0.0799151265445084,-0.196246999022459,-0.164178421246184,-0.719506437574942,-0.353243817143699,-0.668774863646433,-1.42984237699033,-1.28847017900018,-1.41107957018098,-0.439453147420504,-0.366366184413814,-0.589647387069334
S-adenosylmethionine,0,0,0,0.324612265771355,0.0649629432234632,0.0241880549223271,-0.30362174326722,-0.288875968062206,-0.204370989304416,-0.016768494163999,-0.165027077585491,0.028911814172299,-0.336027343631755,-0.034201455304093,-0.23387461079087,-0.016902557811195,0.00650919889563623,0.196352924032655,-0.491219482285588,-0.427661008683742,-0.342178417034814
sarcosine,0,0,0,0.393201949560342,0.3324244365228,0.208001095347546,-0.850138314995045,-1.07062860107222,-1.13198318206421,0.258729824097404,0.261262652417548,0.192404655591447,-0.765796992385407,-0.525904865420391,-0.875313683083604,-0.0570169816398454,-0.311671651648771,-0.203886301603546,-0.723748403500541,-0.725185725288931,-0.540300716993309
sedoheptulose_7-phosphate,0,0,0,0.0474761430396999,-0.0106628626609974,-0.212589265280012,-0.365730643657804,0.0101703019714159,-0.199172403263204,0.00651996891216825,0.0130990664997693,0.116354090194459,-0.876798320649895,-0.337715620966408,-0.948055806419934,-1.0169496680996,-1.04706996048503,-0.847481798853514,-0.944014581693059,-0.86133507511075,-0.693828526542984
serine,0,0,0,1.48124667548944,1.17427598625656,0.950811672798647,1.47466563103052,1.2425549150471,1.24201290254294,-0.0257076827133957,-0.207298089787358,-0.316728611535041,1.14896468527323,1.13663499279306,0.923219859732536,1.48130024703287,1.25186347915554,1.298846044489,1.1279793654641,0.874878955793698,1.01312221366561
serine_13C3-15N,0,0,0,0.582742781424921,0.198493237479772,0.458422642651469,0.661635885026833,0.955504873034384,1.31177516156256,0.178939032872934,-0.144033922807794,-0.172929381045092,0.507964407016233,0.316325645935403,0.827223758876644,0.877585324032786,0.772954164796258,1.01939110961447,0.306156288538165,0.0894907319949307,0.627705724164136
succinate,0,0,0,-0.196250306058893,-0.167318234789545,-0.189261891813775,-1.08034685091472,-0.872610956402158,-0.932198978682179,0.0783345733255462,0.251479135655394,0.0867435961880928,-0.532977578597265,-0.0202744812524141,-0.484524107066803,-0.798111521376703,-0.770434993584717,-0.70924041406225,-1.38894191558209,-1.01392054726745,-0.87582661761716
taurine,0,0,0,-0.0155752533247947,-0.0442944983268567,0.00528130890807716,-0.399676582922522,-0.198626544294214,-0.0954408041828256,-0.246722732266389,-0.242740423714737,-0.366691068760093,-0.149385037189258,0.0287981336914241,0.0733102041991933,-0.0782911617360304,-0.257941009933317,-0.0139248861308502,0.0650794856478304,-0.0279330806257804,0.269032365467012
threonine,0,0,0,0.670041545484319,0.706935932252723,0.425386003884602,0.495161301849725,0.418066628000702,0.359860526674607,-0.373508682177797,-0.251327800460853,-0.627466619128158,0.340445861612574,0.576017955896208,0.254253615035314,0.950157572211854,1.04883108505854,1.01181496000711,0.661401288334693,0.666058641104845,0.641106256328935
threonine_13C4-15N,0,0,0,0.274282559596892,0.249097158045437,0.114378229175166,0.284624820502307,0.453077904814323,0.672099065415872,-0.046743705480854,-0.214764190823581,-0.211254847816036,0.167075495345365,0.244499892561067,0.506037417586229,0.462918593631243,0.433787115596962,0.577883855104496,0.203840643330491,0.0107500351211567,0.318467681091866
tryptophan,0,0,0,0.0876149398101279,0.166170017176704,-0.0540320334526109,0.14281469064662,0.0918933931009722,-0.0134398126695127,-0.27844671359317,-0.0660363138443208,-0.503232927465927,0.252597694555525,0.525947504102245,-0.060770152096704,0.431839191758745,0.278530963907257,0.543437673036878,0.27850297082287,0.241052057199699,0.330318371560475
tyrosine,0,0,0,0.0648290177329662,0.0754377337091714,-0.114920656465793,0.0159875939397969,-0.171357723318972,-0.194322999248052,-0.081543127085505,-0.0853999182937753,-0.265902962092027,0.027742787867085,0.235913259248152,-0.11040894314138,0.141463218350883,0.0341713980869076,0.326101364147005,0.000419277544736454,-0.108687279785393,0.0687824348017991
tyrosine_13C9-15N,0,0,0,0.35389642665082,0.207027394559531,0.1355349689514,0.421802443850176,0.667557563262932,0.74394327255231,-0.0217178085388513,-0.2932884244547,-0.196380656742701,0.222169445518526,0.282619581009444,0.54137944862316,0.560828442555091,0.487558213784932,0.710396528290838,0.269611339597092,0.0935469870493909,0.377677740803829
UDP,0,0,0,-0.0989008778141501,-0.332867837346896,-0.0775828660181687,-1.01961704442226,-0.87979601832201,-0.674761322506396,0.0877065572897651,-0.0427491689482151,0.0286014357544888,-0.512999984780751,-0.173074413158004,-0.367247465119784,-0.28599296875101,-0.42083235769221,-0.101233464521538,-1.43173951190017,-1.41382481415874,-1.31178775210262
UDP-GlcNAc,0,0,0,0.342774298368715,0.175033770310244,0.158385958754692,-0.480552080930379,-0.399111991653342,-0.426013043313697,0.0965094190797903,-0.0615910396559397,0.0444138950460787,-0.3946172691765,-0.111219246970372,-0.221786429763657,0.421739877962661,0.330533926965833,0.500299914808376,-0.838619205652045,-0.769815747699503,-0.655549669310473
UDP-hexose,0,0,0,0.289034034927222,0.171138057898688,0.372669204616288,-0.384088077164367,-0.20044289575307,-0.0728280176311584,-0.17518088830679,0.0864285066570662,0.0293866105439574,-0.587095689951127,-0.340858528801643,-0.307262678157046,0.0529816853026334,0.103601566907413,0.361066893170777,-1.04883316089583,-0.823401196703313,-0.803706967347747
UMP,0,0,0,0.115584316978042,0.40593088839537,-0.0445018699510998,-0.830430536661731,0.22747981709321,-0.355541431806792,0.0652877790894826,0.00174631874307494,0.0634428804577253,-0.457445626072379,0.248061096966718,0.248323349880196,0.433388460980578,0.259879298712476,0.766057018753797,-0.711752265514452,-0.465229681083703,-0.631443022380918
uracil,0,0,0,2.20312557339237,2.18507832431538,1.73905545039289,2.32730141981921,0.839482622871642,1.44036716274314,0.801510789805282,0.598548412967555,0.0121706120504537,1.28543857179491,0.973158228819411,0.0456946336405146,2.25875322469231,2.4462713169453,2.32328052269331,1.53160357778293,1.86015626484552,1.41256302729855
urate,0,0,0,1.2276957162228,1.6951242651665,0.303569056394538,0.331388393349236,0.61095317669335,0.105686980667828,-0.237195945098235,0.579871209550056,-0.0987948136394074,3.38126876635645,4.11969697044199,2.89010995403845,3.01573992451807,3.29994091599412,2.7262498358975,3.21618815667494,3.62795602070309,2.64636723827568
uridine,0,0,0,1.46466101657725,1.21813814310463,1.1315252209968,0.708169178087498,0.645921670220574,0.770694005797312,0.744895802223946,0.260736453244117,0.420312827360179,-0.245337731665966,-0.0721416079708828,-1.34388296885199,1.99789760902719,2.11066922600559,2.33242202896111,0.433698948539482,0.794415625731427,0.930916449102367
UTP,0,0,0,-0.57611331398044,-0.577365673792532,-0.275609123038085,-1.48531213598231,-1.2736294582978,-0.989164446732763,-0.0965384940996071,0.203162527556443,0.0995817665985778,-0.93665737152451,-0.522626345506499,-0.53587698724337,-0.74145011937334,-0.658292397692222,-0.338588175005185,-1.78804683432542,-1.40360252151307,-1.50212414286086
valine,0,0,0,0.999035587764725,0.506403915577393,0.560742375952674,0.751424727971727,0.459479104424117,0.403600314805473,0.0223478234390831,-0.450227866875922,-0.374733494911327,0.720909060130602,0.501029828123237,0.356488827091311,1.13311537890685,1.28042717549389,0.922869157840255,0.755429061510769,0.454999892405526,0.745850752226446
valine-13C5-15N,0,0,0,0.310281079361628,0.126373986948274,0.123594151977439,0.136479200444797,0.530869596318633,0.388568193253631,-0.131573436003675,-0.274230983541974,-0.328153614078006,0.182593221055408,0.129217528542223,0.292413820332634,0.353307109279096,0.373845610586291,0.440275994722471,0.0960943552510178,-0.0333281456593624,0.182163498953063
xanthine,0,0,0,0.362887580008428,-1.46703266995748,-1.8460220298625,5.63355824574344,3.85467980328675,3.77862438351998,0.761055592495357,-0.950215341227033,-1.00508834792557,7.7836630047298,6.55750083023279,5.89192304577597,2.45901582467244,0.708923992340439,1.12317846094088,8.32834309885305,6.97473664825519,6.86291173568365
xanthosine,0,0,0,0.0586573213707864,0.403312166328267,-0.104050693838251,2.64184313648256,2.45998519312848,2.57372094564744,0.465693382729344,0.420867463854939,0.442350587407054,2.66918782350447,3.16433695410875,2.49273795934016,1.3283677049887,0.948762934343668,0.907967290697051,3.27580786785335,3.17472348404854,3.5328562603308
