"","BD.37_THP1__VEH__R1","BD.38_THP1__VEH__R2","BD.39_THP1__VEH__R3","BD.40_THP1__BRQ__R1","BD.41_THP1__BRQ__R2","BD.42_THP1__BRQ__R3","BD.43_THP1__HU__R1","BD.44_THP1__HU__R2","BD.45_THP1__HU__R3","BD.46_THP1__APH__R1","BD.47_THP1__APH__R2","BD.48_THP1__APH__R3","BD.49_THP1__PMA__R1","BD.50_THP1__PMA__R2","BD.51_THP1__PMA__R3","BD.52_THP1__ROT__R1","BD.53_THP1__ROT__R2","BD.54_THP1__ROT__R3","BD.55_THP1__ROT_HX_U__R1.Hypoxanthine","BD.56_THP1__ROT_HX_U__R2.Hypoxanthine","BD.57_THP1__ROT_HX_U__R3.Hypoxanthine"
"glycerophosphocholine",0.0191485537412927,-0.0731369782683942,0,0.69620059533301,0.721269892493634,0.855554740216857,0.0379841039264244,-0.16943845806452,0.061807396486964,-0.7145052659909,-0.855031351651953,-0.419739575664976,1.1351106502305,1.0354388055994,1.4113329489796,0.170741658985522,0.28230376237404,0.404487305240301,0.697370854474551,0.988547634094601,0.893731945376969
"glycine",0.316676789581512,0,-0.617489341867205,1.84112294927249,1.98622134171505,2.01476881813003,1.02154998765263,0.892704528876459,0.879897217894307,-0.0863846376945923,0.597080131903445,0.399212992560087,0.99399143656603,0.802234333276018,0.927460168975211,1.33908973346531,1.49538951566154,1.69249675967997,1.20599563332298,1.13991604507297,1.23893900879558
"GMP",0,0.0330265049062878,-0.117517315011456,0.492036854482404,0.549164774848453,0.57813970081124,-0.203280652053729,-0.23019002076911,0.121943865977133,0.0228040825733225,0.0920013968904202,0.158920628436669,-0.0571255576772102,0.0422407977533394,0.0274865007530892,3.15684591854271,3.43961263981435,3.17410041043197,2.52101674152704,2.80226736563834,2.69679873000515
"GSH",0.0170636371611122,0,-0.0753747759541559,0.468502287436705,0.564576187485925,0.559773887999414,0.0547365480359306,0.0038248501400455,0.0331747523845147,-0.245027642913479,-0.189902666753664,-0.121261362308707,-0.33994915648464,-0.64865436966926,-0.280869756825615,0.0900375205426711,0.21023847799765,0.243913330094064,-0.401024685484158,-0.00362817358724178,-0.0666042224653402
"GSSG",0.143681832046192,-0.107981782897153,0,0.685958952180149,0.782599798834082,0.864547851518399,-0.626518729628868,-0.965673890831341,-1.28688584330207,-1.62991544602739,-1.13354420255959,-0.569133240133406,-0.850813971959683,-0.350004293177314,-0.227100090602749,0.283232372148969,0.594434911956512,0.400756242423043,-0.162877260376506,-0.0680231763847268,-0.356284090042764
"GTP",-0.0444928455380133,0.0205054053858921,0,0.656674699625013,0.811981794268746,0.695464782362638,0.260395721744564,0.194011692154885,-0.0412497463886635,0.186650336696028,0.207038185888115,0.20904551406538,-0.367025769652697,-0.372332145799605,-0.52627839751959,0.313959890307863,0.487256985679862,0.142777128571255,-0.504345958800008,-0.116596301974643,-0.952107902522009
"guanine",0.0943560723879686,0,-0.204529995405744,1.16279368768448,0.949268190397545,1.2463027898384,-0.192595934454904,0.0485131993568296,1.37826929499038,1.18432057809192,1.30682780637133,1.51388732722338,2.77040618479161,3.13455450106608,2.95835331627845,2.40458110824457,2.83747712362375,3.12563450655422,4.1853640495169,4.64294429951817,4.7623520177471
"guanosine",-0.0376442574412882,0.215625193351796,0,NA,0.995312540581324,NA,3.6682148061819,4.07958078132223,4.81407079116961,3.72661530238046,3.51524975191497,3.51061750916262,5.73420423037886,6.23752912613976,6.23196149013131,NA,0.542659400451849,0.755369480352546,NA,0.78097831663772,NA
"histidine",0.283585507614576,0,-0.121893288229558,0.147388641135833,0.270186617658854,0.226801943888519,0.326412744626416,0.289772110388671,0.253670818643979,0.140611958627965,0.363492743144512,0.176249203169104,0.0912877601292191,-0.0591357027021247,0.00771016538266381,0.435454982984587,0.547997584399735,0.366247422992928,-0.359516016193289,0.00520371211735777,0.101526922500077
"hydroxyproline",0,-0.0381784606103351,0.00662383162215198,-0.465333207302463,-0.333127959006883,-0.3202722394237,0.098805761301924,-0.00351967662933743,0.205562768906219,-0.0643918447081218,0.134630946657848,0.039026567994468,-0.0206969995353136,0.0716640601209476,-0.0585387194871381,-0.415937781263069,-0.43648076866039,-0.187753099565827,-0.508286583913039,-0.428967927051115,-0.375118172289296
"hypotaurine",0.260136523936043,0,-0.00237727640260202,1.43130153574275,1.51035995613738,1.56261497326888,0.672200230908963,0.521415824326827,0.499314764880014,0.42015623106903,0.397266876874613,0.655758843156187,-0.138647802764408,-0.669500745363907,-0.148108151526591,1.19386346360004,1.37913766423567,1.45174737837018,0.693182525346519,0.917511869992944,0.896069370175477
"hypoxanthine",0.428359269219391,-0.20546239955872,0,0.413421766430345,0.216136909386823,0.643172524607625,-0.524700102540514,-0.1169532753327,1.17795083157367,-0.190909673260301,0.465076653416614,0.3128286748632,3.2747824260275,3.80174347053463,3.31991477936474,1.71632055239944,2.22940210490246,2.18565597241128,5.2939345179918,5.73897971789682,5.67078809928583
"IMP",-0.0784175520211411,0.208024419111247,0,-1.21955391985022,-1.03634933280212,-0.94846411575131,0.438822059588477,0.634714951832682,0.964410147563637,0.333514697847735,0.761189303945556,0.92332683607263,0.807991580353294,0.789751356225089,0.804032149126781,2.85097265319533,2.93857891534444,2.71653318761736,0.10631045524042,0.373828060439487,0.217802380475833
"inosine",-0.466732256265003,0.269982060816153,0,0.762828111019932,1.25172574121431,1.12056723854912,1.74189184690233,1.68802766788019,2.36089522861484,1.4841789352268,1.44897720212895,1.52810042649835,4.26011074473393,4.76837001533598,4.71301048171992,-0.702101125397487,0.171631741273843,-0.801970317220602,1.68690979446264,2.12608729481852,1.96808789703101
"isoleucine",0.0647121351582822,-0.00644843407102618,0,0.451354260713958,0.473677300351672,0.546743372799032,0.944077638733977,0.810006761231785,0.902396988079991,0.665606604691101,0.645235561710448,0.919593657178945,0.232482880839907,0.367614387116597,0.289292490004261,0.629091944759202,0.745025685832355,0.933508775345211,0.377188704932216,0.704147578098268,0.534833463361795
"kynurenic_acid",0.0401620333822492,-0.0413121661340815,NA,-0.986957095876214,0.273870117588106,0.522236698449906,-0.499866118953067,NA,NA,NA,-1.35380389354272,-0.145994326219368,0.395313381733838,0.213799560180279,0.747547778580995,1.02850668371581,1.10468166392675,1.0533201965067,0.448098547054316,0.800644432345959,0.347957291846882
"kynurenine",-0.165195781985087,0.153763101231968,0,0.507868488814765,0.501599279970844,0.463876278614414,1.24937678550144,1.23023695186237,1.26652233830485,1.13149271243272,1.05453231911306,1.16643835177822,5.88207721202744,5.81272100038042,5.74630380149408,1.53892716811531,1.37707404907991,1.58080685166814,1.02966500938867,1.06172012286093,0.973265307409299
"leucine",0.105760461375601,0,-0.0945202556465514,0.48108410770415,0.509092009511234,0.549676351308218,0.863241511095794,0.788554791036949,0.818653904857388,0.599550602442348,0.562394700238112,0.862348613634797,0.451045116889123,0.455823056983627,0.411190898783123,0.819688733216574,0.931532487042676,0.990281419057911,0.481812107603103,0.736859347711121,0.541744841494004
"lysine",0.52373546426022,0,-0.176409329023621,1.43142639810535,1.3049060435583,1.30990581691786,0.844924546370627,0.698261694197436,0.718168806846602,0.388793926964772,0.272931475758082,0.546329436507565,1.96092889786158,2.03905863907777,1.80705180008466,1.58261777849446,1.56937780707379,1.52218126492291,1.10109096536741,1.34998152361936,0.887479091378353
"malate",0.155009233596664,0,-0.0650551706166096,-0.357073283348731,-0.230454363856334,-0.190114906695027,-0.0766381807709873,-0.113293893886123,-0.178974609146827,-0.144305516246798,-0.0048906742582278,0.0274989878844268,-0.747713401699235,-0.927033951143797,-0.678951318236798,-0.776236438362039,-0.668646565535922,-0.671016181547328,-1.10493844444476,-0.915872752605479,-0.928245838667484
"methionine",0.11621849864601,0,-0.00174664452345104,0.411828160900084,0.432969307975131,0.52091296736333,0.752808439518307,0.654103399820282,0.712712152060428,0.500562612293163,0.465264069336889,0.75420547135089,0.313025586908089,0.394790026991853,0.385252854791741,0.934214088749551,1.04966435576331,1.16224951469724,0.485825775708699,0.847709960800304,0.651959213591498
"methylthioadenosine",0.0533738036950341,-0.0616845792589582,0,0.311005010980695,0.54536336139148,0.848271512210653,-1.07751652618462,-1.04427417566784,-1.17095915699809,-1.44587818355949,-1.39753909852341,-0.305960882160766,-1.74331306461363,-1.82952005617985,-0.73334381318123,0.496996326336971,0.97387358178558,0.366104904648206,0.17167218599901,1.22840787638512,0.48045679973055
"N-acetylglutamate",0,0.00214624272474503,-0.0928396252673782,-5.05976601910664,-4.9146141071093,-5.13730206880926,0.0407813967066275,-0.00358273411078442,-0.111573857463035,-1.08101657466055,-0.961989451060918,-1.00528046798916,-2.89813048069849,-3.03892702322647,-2.76115345492128,-1.21544294629343,-1.065122010534,-1.11020029881023,-1.36891773528229,-1.22206253494133,-1.21373128236945
"N-acetylmethionine",0.156001118961768,0,-0.0670693721401465,-0.799319051144506,-1.73568997701325,-1.73307485281346,2.07405425040076,1.91707002624784,1.90651860353822,0.277553322444368,0.276806636582237,0.677980897664208,-1.1256955930299,-0.808062163672827,-0.359187166958839,-0.821267583782009,-0.775608457547288,-0.77950796660028,-1.9472260229921,-0.980212387514136,-1.6445770039981
"N-acetylphenylalanine",0.49504841518112,-0.123826115233695,0,-0.306124481642567,0.273031712203058,0.517995910847958,0.229600902843313,-1.19521192519931,0.0649854163272489,0.412585991867953,-0.493258713452046,0.382483838581368,0.162238373592464,NA,-2.11452878611953,0.938142956366622,0.827229349942026,-0.140422195208786,-0.384096421469095,0.65327984858067,-0.0315390210587823
"Na_acetylglutamine",-0.0703781272622407,0.0671040133929338,NA,NA,0.598043321471345,1.68438791767028,-0.304946204077654,NA,NA,NA,-0.362789162745224,0.13377575542048,0.802090434524194,NA,2.56282564079663,1.4144939375893,0.56104284592409,NA,NA,NA,-0.00391522965747596
"NAD",0.0278380424792661,0,-0.124483448236158,0.949974570231294,1.11114681855652,1.04335804591864,0.272478474676175,-0.000556468409984331,0.145190745469055,-0.0084011422074877,0.0026688103226411,0.149207130332502,-0.024493402155817,-0.119839730646371,0.125612081733009,-0.216764855446031,-0.0175306036735111,-0.0170720982073301,-0.589793074321976,-0.334426104715321,-0.446949412153356
"NADH",-0.00613914567381218,0.0263794975306957,0,-1.35125710000504,-1.67121658205306,-1.09537428824048,-0.106648729256281,-0.383356114843099,-0.974046887379633,-0.557341599829924,-0.183369266429088,0.245168124132777,-1.20039766303905,-0.539803866303086,0.0120756191652967,1.73342886130375,1.92495882975673,1.60876189641123,-0.220752430622823,1.37231032933614,0.335676974317237
"NADP",0.0068443612578748,0,-0.124793343372292,0.890329155208109,1.11520809538704,1.03914855965908,0.63920549282995,0.586844901234149,0.52261229345463,0.0704245880963869,-0.031039888884488,0.120907070517092,0.352372055081812,0.408050006484606,0.621224129295344,-0.0858982669526239,0.0594524530422745,0.416107589492064,-0.403292636596023,-0.03147723014769,-0.242070725489765
"NADPH",0.16939535039267,-0.0494232161358975,0,0.503989163586468,0.578978469552483,0.73809594325822,-0.150735905496728,-0.226915976366269,-2.25298946239172,-2.5914540438668,-0.0537684755332614,0.228095347758766,-1.46241753048611,-0.143545954709518,0.349495528919038,-1.03939611813433,-0.769762585644397,-0.975829562526071,-2.63131740854335,-1.28629195552452,-2.683664448024
"Ne-acetyllysine",0.55246434753842,0,-0.0747814285933583,1.40794405749533,1.70519725216805,1.61184543824469,1.00323502857536,0.930567368271795,0.928811933642214,0.54934335556516,0.650250033710321,0.762965785612517,0.36204452387469,0.33362754026975,0.74318431393215,0.0832745237861726,0.298246147730421,0.173842377930251,-0.202514933225055,0.0364972438183091,-0.236975971282735
"nicotinamide",0.184360796995555,0,-0.0160692823704716,1.22090082430298,1.50158065661263,1.37858772435975,0.716426978037125,0.539355970056472,0.522911906477267,0.513051120416284,0.388828936976474,0.616013468207379,0.628340240413218,0.817003257699212,0.678039952030541,0.477317779746755,0.652795517398166,0.433776495135787,0.176466466081288,0.662046843515334,0.554148808762736
"nicotinic_acid",0.408298901841315,-0.873261313603512,0,0.663363835836908,0.428673592659151,0.860186883442062,0.259909100032327,-0.135977762357477,-0.269506689881899,-2.46508799768183,-0.341313722607622,-0.411573249457559,0.0123768509863107,-0.831747451736146,-0.419136066541353,-0.0165838485362437,0.355134983047538,0.360490405293837,-0.408762181544677,0.196096300934724,0.374640608078382
"ornithine",0.495248001125004,0,-0.145390658689183,0.931866791109802,0.841560537751676,0.80976922758417,0.318121426491522,0.28393975672349,0.168039795637892,0.0234312830512493,0.0134006183543372,0.103956710407302,1.02598121854929,1.07430375905535,0.802854393171119,0.898129325955002,0.92426026046748,0.826148895200847,0.396309383136465,0.686468628677877,0.284093601761286
"palmitate",0.661797247028145,0,-0.154140104521551,0.499835008782379,0.396339587936714,0.259294977849321,-0.7351088099126,-0.814387922910145,-0.364435890681385,-0.273882095613956,-0.0191236855600509,-0.738621313552221,1.03523038242012,0.99836440279985,0.720777171717039,-0.298472709823047,-0.442898104157169,-0.725936181011331,-0.431146579898487,-1.32178837362143,-1.10333263924302
"pantothenic_acid",0.0500025437417234,0,-0.0642598413138136,0.0724585833342998,-0.892183187417045,0.123598761636743,-0.655243740092143,-0.764588664224705,-0.751189399899364,-0.662769063348477,-0.643368547396438,-0.474060933926759,-1.12147315281522,-1.97461413434682,-0.985414666400349,-0.669833973726794,-0.529762226406209,-1.28234674834892,-1.0190554550128,-0.759191689503601,-0.86821825715277
"phenylalanine",0.146519731187504,0,-0.0472185262701062,0.437639813313931,0.45682059363367,0.520376617553614,0.559068355966965,0.456977056994613,0.51716922118286,0.240882070242501,0.225002506536413,0.462806242568996,0.46901675594381,0.515970658449996,0.502017705804989,1.06858618291262,1.16721367134568,1.31518820148677,0.672949045152259,0.954875760957249,0.833131250250614
"phosphocholine",0.0950225872707269,0,-0.100809708089365,-0.528700287571405,-0.427245940243306,-0.4797499873721,-0.759301786768502,-0.837709830500886,-0.85951805517695,-0.919159671052031,-0.779573557596921,-0.805765583976912,-2.03444156046062,-2.20197018131217,-1.88632033854499,-1.02640926096099,-0.84699509254558,-0.914871557459756,-0.822971059677423,-0.522098545330644,-0.572527205843968
"phosphocreatine",0.0462899261947154,0,-0.0903179036418936,1.23413082857904,1.44374135133794,1.30834124215448,0.705178448169642,0.535485245391548,0.413598354125734,0.590224883943232,0.760043998970533,0.791039294083181,-0.053394448152229,-0.145390226095744,0.164856480377503,-2.0230552285604,-1.91838635889823,-1.84350071336027,-3.20247362001906,-2.72118891870267,-3.04371350559185
"phosphoenolpyruvate",0.0976149670978544,-0.027159490552447,0,2.25264810872532,2.40205818769363,2.24882632902387,0.208744442324393,-0.229470373468078,-0.534010244737353,-0.196254573039761,-0.51833924790155,-0.688297211344905,0.92039715100572,0.930576907933289,0.667493331925862,-2.55801908158685,-2.54184771810543,-2.99153366251925,-2.92404718356246,-2.97206248239316,-4.03921662212866
"phosphoethanolamine",0.294981665989968,0,-0.104911319722953,2.07699764115651,2.229192374831,2.26425507108051,0.169795850305103,0.204903103876198,-0.040669082170382,-0.283416915459477,-0.051436443289675,-0.000709291385897167,2.69470400242284,2.59160150332448,2.82921749334393,0.924751293408276,1.00251725453896,0.900896675927668,-0.896542114838904,-0.633490037314127,-0.804132682850704
"proline",0.11108356220659,0,-0.108054483577196,0.0510828318565631,0.137473600344203,0.168867533065397,0.696351598703764,0.676633086386315,0.63356481705356,0.484691404762531,0.620177475959293,0.647929434491306,-0.554885040524634,-0.698570793502586,-0.472489707005949,-0.0490580411445174,0.0599635009048691,0.133423844994392,-0.26877474432331,0.0164015125828073,-0.0519656685483478
"propionylcarnitine",0.0054170903007732,0,-0.102654242081951,-2.22358709891005,-2.15192267002635,-2.31842753009276,0.59835303076198,0.562933467538297,0.55993392167871,0.00773866455768414,0.00551074182247053,0.269759831857873,-0.552954814574123,-0.734784112774515,-0.528649967211632,-1.00044841619872,-0.678380637508227,-0.581646504890333,-0.858027028088239,-0.60256411642019,-0.580169973871929
"PRPP",-0.0447731244607573,0,0.089145692462706,1.10960290634544,1.65974896064288,0.828978753759694,-0.0169787251939974,-0.0270396574998198,-0.0372436982328848,-0.259008730904628,-0.457208317845029,-1.02539518669492,-0.596718410123368,-0.672314821774753,-1.70427392829617,-0.468546056892295,-0.508237085514556,-0.149572876701803,-2.50058492291523,-2.79592177325791,-2.82425729094991
"pseudouridine",0.17671445108705,0,-0.712990366337405,-0.330363146334513,-0.271290875465651,0.0835803786433282,0.449133869489004,0.555150914574001,0.972776129292694,0.0739706836951807,0.228221708164056,0.366180198166589,1.87177569990949,2.07014741143337,1.98947790103203,-0.192267332640475,0.166590289085989,0.326877560795898,5.52466243267959,5.96999581677866,5.78034567507083
"pyruvate",0.0318321586337922,-0.0325503923625874,NA,3.97398394356586,3.89941771578676,3.99357301511134,-0.174656228936649,-0.160052097850786,0.449149747118263,-0.0447663013426836,-0.433841449546808,-0.0877568513383429,-0.522226591707048,NA,NA,2.16990627872116,2.1504937294742,2.31012612466914,2.62068335816414,1.74379616480815,2.31354134657059
"ribose_1-phosphate",0,0.309423843846067,-0.547417405822204,-0.248767612148436,-0.796016636850212,-1.06295023579065,-0.0384788586791909,-0.375334565036819,-0.216765154697135,-0.343553781414723,-0.548637196039484,-0.029294565756503,0.959919534263468,1.24851413101884,0.949493661847256,3.35543642788442,3.46631800412983,3.30360164983745,-0.975817105990095,-0.313314509710543,-0.93417608197932
"ribose_ribulose_5-phosphate",0.24927044962911,0,-0.137974015171744,0.0333871836529183,-0.0303680156634723,0.922871760204793,-1.0406606003797,-1.45624381042143,-1.6316307329835,-2.50385125800642,-2.47348011794987,-1.12077164579647,-0.611579849642962,-0.425868144773532,0.0430797928119421,1.73543356082634,1.79235568923143,1.71915772567246,-3.3069333478651,-2.48109653513809,-3.55739299644303
"S-adenosylhomocysteine",0.00370260020670911,0,-0.0423368131022603,-0.302067141917419,-0.156446510860499,-0.0345234288315366,-0.113082291136679,-0.230352452469845,-0.252284116355892,-0.313297052433667,-0.201114021606138,-0.0587953000724768,-0.246044890873722,-0.047036799114859,0.00939164215609544,-0.617673719954011,-0.205240554314301,-0.589876042351318,-1.36754352365042,-0.628200482900881,-1.08323758438561
"S-adenosylmethionine",0.630460337170943,0,-0.131421289931193,1.78057058682568,1.72218350620656,1.68206385907583,0.180706217620561,0.00894034353231033,-0.0174660727491192,0.0695076784175513,0.125400483658761,0.050108202366089,0.479904318773656,0.281111645403647,0.445207559869291,1.60768824852255,1.63864080612148,1.64972275676636,1.68992125160048,1.94853706069318,1.8430682984805
"SAICAR",0.0221618761393517,0,-0.214459614142154,NA,NA,NA,-6.74445764431468,NA,-6.01373236275359,-2.28015707873849,-2.2642057477652,-2.33389112436357,NA,-7.51959452140657,NA,-5.23151511399212,-5.11894704059126,-4.85340456717611,NA,NA,NA
"sarcosine",0.139400223863962,0,-0.136468666476122,0.790493312058362,0.919396959688583,0.897782811396058,0.627499335801808,0.600736714708973,0.554929521958511,0.465939334523757,0.608889609956446,0.623638362914196,-0.536760947793332,-0.737975127888779,-0.490979915252466,0.662958618571653,0.809596447474239,0.765518907954469,0.200279248812451,0.43152943532288,0.48920111122751
"sedoheptulose_7-phosphate",0.354922166345432,0,-0.421998680742542,0.342213286001947,0.225810771565149,0.0295781192887354,-0.169269032814156,-0.575855002524097,-0.815791110179071,-0.288093225122105,-0.444278707030276,-0.703018241517565,-0.343405877669197,-0.912124879771375,-0.764798986381016,0.503881205130914,0.444327539998566,0.435997796206426,-0.256917914447127,-0.319681632910268,-0.198094036545364
"serine",-0.126057720225199,0.380414513242914,0,2.15534944277087,2.10300914269642,2.26983221704325,1.19756529225175,1.03923680303419,1.34530102189273,-0.375145633243971,-0.47456640123698,0.384508383139806,0.754892124691925,0.899711348349685,0.775479518792313,2.75499365590852,2.8780305508942,3.04990455240153,2.54946543071693,2.82697524862797,2.78923257231576
"succinate",0,0.00131133961750038,-0.261515700938402,-0.436313512917922,-0.514547498608692,-0.485823362947226,0.231575032811276,-0.0025478539794715,0.294330970817049,0.212975465266315,0.293644827877629,0.427893151026187,-0.883925535185706,-0.964566380766463,-0.833525040335517,-2.17737904187851,-1.96238168224858,-1.81620601566922,-2.06059333962817,-2.13244435910486,-1.97085447647232
"taurine",0.178246357696621,0,-0.0914527657884117,0.648213235310097,0.741945038164963,0.787541022670676,0.154843882056031,0.123788944569552,0.0750966304835908,-0.00740296244693733,0.148080693119401,0.140905254304778,-0.459238656955081,-0.630156164439135,-0.349014792572903,0.770209007890752,0.902656960738366,0.947885403671132,0.342319968214936,0.593774364611462,0.64985088441371
"threonine",0.0521519401460931,0,-0.0802245901903075,-0.0576599559254648,0.0388630798821644,0.0715355853340397,0.355278717996266,0.306503923504956,0.309984697151191,0.125998763653872,0.287064230733609,0.336221686235499,-0.0718359059014271,-0.23561822959743,-0.0387967504639063,0.5655003286644,0.600613402764344,0.601227097938836,-0.0484606144122543,0.261481385458092,0.271086170936331
"tryptophan",0.164524967846805,-0.0089128146703276,0,0.397267950610021,0.422196437751215,0.492000032812857,0.752264610811785,0.590384827785605,0.741056473284515,0.383590354574046,0.298155960066324,0.633540777272207,-0.211640047333845,-0.179109432973714,-0.240890706128287,1.21749868146786,1.36180684253443,1.47242978244457,0.884195600349551,1.17739896385931,0.973498815702094
"tyrosine",0.152102381819846,0,-0.106794985846454,0.950469489461081,0.858546488759339,0.957787652830746,0.5545777603679,0.514333839972502,0.49723975204403,0.313446963203513,0.234180725899351,0.480984657527324,0.309563057132328,0.293257670179457,0.282039120563299,0.881439885001135,1.02509863188629,1.01474798496905,0.477701354738127,0.80535610106543,0.641283731650952
"UDP",0,0.110803270814428,-0.237777931406997,-3.16265983838778,-3.20618394530674,-3.2414113941637,-0.38421225864713,-0.629658653208892,-0.639943941615363,-0.44064773040466,-0.68077676467774,-0.835397355002885,-1.27025511454277,-1.31853990205143,-1.41192350611318,1.08300196838376,1.40270545664581,0.949702169314557,1.91481896579974,2.1416059716296,1.76416529297933
"UDP-GlcNAc",0.0395660301868841,0,-0.00770672316503974,-1.80487115429853,-1.84012223386316,-1.73008969314946,0.383038867733188,0.164720065505866,0.0904245448336345,0.100412469960296,0.122304456495425,0.225024541911348,0.306423824669047,0.143046475048221,0.448589022490302,-0.440130786771706,-0.33707358483736,-0.375218250940929,0.451604069170751,0.687507622163409,0.606830405062455
"UDP-hexose",-0.113135507201454,0.0311573139344688,0,-1.42070952551944,-1.12864873766633,-1.20124257303552,0.301864260460573,0.177036673923917,0.0378355359691125,0.0405896491133214,0.136838186574677,0.0207475121162283,-0.534807740554265,-0.631357716805763,-0.589701047224255,-1.39441383003813,-1.11554177428338,-1.2874122521228,-0.681415611272983,-0.416638948975283,-0.670196998971441
"UMP",-0.0347552841348827,0.114854484056411,0,-2.48961424699552,-2.2595319434818,-1.48750257881366,-0.501823728589637,-0.936008091878607,-0.811854027691923,-1.35512456436563,-1.10601866868303,-0.44514158858939,-1.09481922519789,-0.827846999145573,0.0215050633395304,0.929910972814944,1.26040682505054,0.919543396696634,1.7074203547081,2.03860185859022,1.98428195282804
"uracil",0.624653610936221,0,-0.442776426608095,-0.0614705868915333,0.065014782896413,0.391235067883995,0.519196783237481,0.427292877838395,0.985680548974592,-0.055431516514053,-0.0337470627718813,0.573895698920405,1.70600220936207,1.93882453914579,1.91067044755735,-0.0538010317876166,0.66602421729111,0.731340524172218,5.15922683999648,5.56377558206028,5.45569478481624
"urate",-0.753808092291193,0,3.5928462083936,1.49033567917442,2.09434290599649,1.00760859757337,-0.464818824324986,-1.04278119032068,4.94066915754322,1.30287059447237,2.63794146063741,0.687909468405588,0.162668136174042,1.2312025369968,0.0349928676637731,1.12415775881284,0.817203765651891,0.623458018394288,2.5670142251562,0.672318095488702,-0.338964626760902
"uridine",0.17671445108705,0,-0.712990366337405,-0.330363146334513,-0.271290875465651,0.0835803786433282,0.449133869489004,0.555150914574001,0.972776129292694,0.0739706836951807,0.228221708164056,0.363235481192896,1.87177569990949,2.07014741143337,1.98947790103203,-0.192267332640475,0.166590289085989,0.326877560795898,5.52466243267959,5.96999581677866,5.78034567507083
"UTP",-0.105930337667249,0.0631971606481553,0,-4.43437118680013,-4.25005446474826,-4.34289610756034,0.203592577413638,0.122086562793884,-0.195666375330532,-0.128835084538083,-0.11115309817376,-0.262734896038166,-0.660788685396872,-0.71661818232498,-0.84509013539025,-1.91131164480728,-1.66004502239066,-2.13855277139454,-0.592082529461186,-0.245624125126342,-1.05584105247161
"valine",0.810799850661485,0,-0.158071576957649,0.260755521600959,0.953115652942706,-0.0233544222893255,0.986671829600594,0.4936493327788,0.717849353695617,0.19605196338423,0.13612611192011,0.612559540303734,0.506112281290032,-0.157027609541211,-0.177643168180336,0.939596498189909,0.686846554347628,0.396625024915012,-0.157027609541211,-0.454074574786644,-0.227786457542213
"xanthosine",NA,-0.354226945616644,0.284172118560978,-0.958544182973735,-2.50637159325919,NA,NA,NA,3.5125788610673,NA,-0.983478367401717,NA,1.12511002511304,1.41080325588335,1.59624515829001,NA,-1.69301707458188,NA,-0.0979440107562391,0.713598694537516,0.153086995170485
